1.46,1.55,-0.18,-0.03,-1.05,-0.73,-2.65,-12.36
1.49,1.56,-0.16,-0.03,-1.02,-1.92,-5.50,-7.60
1.46,1.55,-0.05,-0.03,-0.97,-0.53,2.07,-11.11
1.45,1.54,-0.02,0.03,-0.91,-1.27,-2.61,-10.06
1.42,1.57,-0.06,-0.01,-0.97,-0.32,0.43,-11.81
1.43,1.52,-0.12,-0.03,-1.01,-3.72,1.40,-10.82
1.45,1.54,0.02,0.02,-0.88,-2.69,-2.51,-9.06
1.46,1.56,-0.04,-0.00,-0.94,-2.07,-1.27,-13.98
1.51,1.50,-0.21,-0.02,-1.08,-0.05,0.08,-7.34
1.48,1.48,-0.09,-0.02,-1.03,-1.40,-0.23,-9.62
1.50,1.49,-0.13,-0.03,-0.93,-1.70,1.25,-9.24
1.48,1.52,-0.05,-0.01,-0.96,-2.14,3.42,-10.30
1.50,1.53,-0.18,-0.03,-1.03,-2.37,-0.47,-10.26
1.49,1.45,-0.15,-0.01,-1.00,0.17,3.40,-8.94
1.47,1.48,-0.14,-0.01,-1.00,-1.59,5.95,-5.19
1.44,1.49,-0.09,-0.00,-1.08,-2.34,2.99,-10.07
1.44,1.47,0.00,0.02,-0.90,-2.05,3.11,-11.26
1.47,1.51,-0.14,-0.04,-1.03,-2.98,2.62,-11.18
1.50,1.48,-0.10,-0.01,-0.93,-0.04,0.63,-8.33
1.48,1.49,-0.23,-0.03,-1.06,-1.41,2.79,-9.21
1.49,1.50,-0.02,-0.03,-0.83,-0.98,-6.47,-10.02
1.51,1.44,-0.07,0.01,-0.94,-0.99,-4.34,-10.87
1.48,1.45,0.02,-0.01,-0.95,-3.08,3.62,-5.59
1.44,1.45,-0.09,-0.02,-0.95,-0.79,5.15,-11.90
1.45,1.48,-0.07,-0.00,-0.94,-0.94,-3.24,-13.68
1.45,1.40,-0.01,-0.02,-0.91,-1.08,0.56,-10.63
1.46,1.43,0.04,-0.08,-0.92,-1.94,0.64,-5.68
1.47,1.47,0.02,-0.05,-0.89,-3.73,-1.64,-15.22
1.49,1.46,-0.07,0.00,-0.97,-4.01,4.18,-13.08
1.47,1.49,-0.02,0.00,-0.91,-1.54,0.60,-10.93
1.50,1.48,-0.06,-0.04,-0.94,-2.93,-0.72,-13.85
1.48,1.47,-0.10,-0.05,-0.98,-1.95,-1.37,-8.73
1.47,1.52,-0.06,-0.00,-0.94,-1.11,-0.29,-9.21
1.48,1.50,-0.16,-0.05,-1.03,-2.60,1.26,-13.37
1.47,1.51,-0.08,0.04,-0.94,1.79,1.82,-6.33
1.45,1.50,-0.09,-0.07,-1.02,-4.05,-0.68,-10.11
1.45,1.52,-0.11,-0.01,-1.07,-1.12,-1.10,-6.64
1.43,1.53,-0.06,-0.00,-1.04,-1.60,6.89,-14.82
1.47,1.54,-0.14,-0.05,-0.97,-4.27,1.42,-13.22
1.51,1.52,-0.08,-0.01,-0.98,-0.35,1.36,-6.75
1.49,1.46,-0.15,-0.04,-1.00,-3.59,3.51,-11.79
1.50,1.49,0.02,-0.06,-0.98,-2.08,-5.22,-2.18
1.49,1.45,-0.03,-0.07,-1.01,-4.18,4.47,-7.54
1.49,1.46,-0.06,-0.02,-1.02,-3.56,6.20,-11.31
1.46,1.46,-0.13,-0.05,-1.00,-1.69,0.82,-12.28
1.46,1.46,-0.13,-0.00,-1.10,-2.08,0.10,-10.62
1.44,1.47,-0.08,-0.04,-1.00,-0.92,2.18,-11.14
1.45,1.46,-0.08,-0.05,-1.03,-0.65,-0.46,-14.99
1.47,1.48,-0.16,-0.09,-1.04,-4.73,-4.65,-13.66
1.56,1.49,-0.22,-0.02,-1.02,-3.18,1.96,-9.92
1.59,1.53,-0.12,-0.08,-1.00,-1.53,0.42,-12.41
1.59,1.51,-0.17,-0.03,-1.03,-3.56,0.55,-8.92
1.57,1.54,-0.10,0.01,-0.96,-0.45,-0.31,-8.82
1.56,1.53,-0.06,-0.08,-0.96,-4.65,1.00,-14.03
1.55,1.53,-0.16,-0.04,-1.03,-3.03,4.29,-8.70
1.58,1.55,-0.15,-0.04,-0.98,-1.65,-3.21,-7.75
1.58,1.53,-0.04,0.03,-0.86,-1.62,-0.15,-6.07
1.50,1.50,-0.03,0.02,-1.02,-3.88,-1.11,-10.27
1.46,1.43,-0.01,-0.02,-0.90,-2.98,-8.66,-13.80
1.46,1.44,-0.06,-0.00,-0.99,-2.33,2.15,-7.34
1.47,1.46,-0.01,-0.02,-0.87,-2.46,-3.77,-16.60
1.49,1.46,-0.02,-0.04,-0.92,-4.56,-2.74,-9.81
1.49,1.45,-0.16,0.01,-1.04,1.15,2.15,-9.27
1.51,1.47,-0.14,0.02,-0.99,-1.29,-3.96,-8.28
1.57,1.50,-0.11,-0.03,-1.03,-2.58,1.37,-11.01
1.54,1.55,-0.16,-0.01,-1.11,-3.91,3.31,-10.10
1.52,1.49,-0.07,0.01,-0.98,-0.88,2.76,-14.63
1.51,1.50,-0.19,0.01,-1.01,-1.89,-1.27,-12.12
1.51,1.53,-0.20,-0.03,-0.98,-2.53,-0.11,-6.34
1.47,1.49,-0.01,-0.05,-0.90,-5.70,7.22,-11.27
1.52,1.51,-0.01,-0.01,-0.97,-2.74,-9.44,-8.37
1.48,1.50,0.05,-0.00,-0.87,-1.15,1.61,-12.50
1.48,1.50,-0.04,-0.01,-0.97,-2.56,-0.26,-10.61
1.48,1.49,-0.08,-0.02,-0.98,-2.18,-3.06,-8.90
1.48,1.52,-0.07,-0.03,-0.89,-4.41,-1.27,-11.07
1.46,1.52,-0.05,-0.02,-0.92,-3.82,-1.50,-10.84
1.46,1.53,-0.04,0.03,-0.98,-3.18,-2.63,-14.02
1.47,1.53,-0.16,-0.01,-1.06,-1.71,0.60,-9.00
1.45,1.54,-0.06,0.04,-0.96,0.30,4.48,-8.69
1.42,1.51,-0.06,0.01,-1.02,-3.06,-1.05,-10.65
1.43,1.48,-0.06,-0.04,-0.89,-3.96,-5.79,-11.43
1.42,1.48,0.02,-0.06,-1.04,-6.46,-0.83,-15.53
1.44,1.47,-0.00,-0.00,-0.92,-4.51,1.29,-7.18
1.49,1.52,0.04,0.02,-0.90,-1.21,-4.31,-10.05
1.49,1.48,-0.02,0.02,-0.94,-3.95,0.92,-10.29
1.54,1.52,-0.10,0.01,-1.01,-1.89,-1.14,-9.21
1.56,1.52,-0.07,-0.01,-0.99,-1.18,-0.08,-13.15
1.55,1.48,-0.14,-0.01,-0.99,-1.69,1.57,-13.08
1.52,1.50,-0.07,0.04,-0.97,0.30,0.15,-10.58
1.51,1.44,-0.01,-0.01,-0.94,-3.13,1.04,-11.82
1.52,1.44,-0.06,-0.06,-1.04,-4.28,6.99,-13.27
1.54,1.46,-0.02,0.04,-0.89,-3.00,-0.42,-11.12
1.52,1.50,-0.04,0.00,-0.88,1.05,0.94,-9.69
1.55,1.51,-0.13,-0.01,-0.92,-4.15,5.89,-12.56
1.52,1.48,-0.05,0.01,-0.94,-0.62,0.27,-11.60
1.51,1.49,0.01,0.03,-0.96,-0.24,-4.16,-9.51
1.53,1.49,-0.12,-0.01,-0.99,-1.31,-4.44,-11.78
1.51,1.54,-0.10,-0.01,-1.00,-0.79,-2.11,-13.51
1.50,1.42,0.01,0.02,-0.89,-1.94,-2.02,-10.42
1.48,1.44,-0.27,0.10,-1.41,2.05,8.76,-4.47
1.46,1.49,-0.37,0.01,-1.25,-2.19,-0.92,-15.21
1.46,1.46,0.02,-0.04,-0.97,-2.80,-9.38,-15.16
1.47,1.46,-0.04,-0.05,-1.05,-2.24,2.27,-11.47
1.47,1.49,-0.16,-0.03,-1.08,-2.56,-1.58,-10.96
1.49,1.51,-0.17,0.01,-0.98,-2.44,-0.44,-10.33
1.48,1.55,-0.04,0.01,-0.96,-2.27,-0.13,-6.99
1.49,1.50,-0.13,-0.01,-1.01,-1.62,0.87,-15.10
1.48,1.56,0.01,0.01,-0.92,-1.34,-3.89,-10.85
1.49,1.48,-0.09,0.01,-1.02,-4.36,1.37,-11.39
1.48,1.46,-0.02,-0.02,-1.02,-2.02,3.40,-6.44
1.47,1.46,-0.16,-0.09,-0.96,-2.97,4.45,-13.21
1.48,1.51,-0.10,0.00,-0.96,-2.39,0.90,-10.29
1.48,1.50,-0.08,0.02,-0.92,-2.05,-0.73,-12.38
1.51,1.50,-0.09,-0.03,-0.95,-1.68,-2.00,-11.95
1.55,1.52,-0.09,0.00,-0.95,-2.02,0.16,-6.18
1.54,1.53,-0.06,-0.01,-1.02,-2.12,-4.23,-11.30
1.50,1.53,0.02,0.03,-0.92,-2.31,-2.05,-10.11
1.46,1.50,-0.06,-0.00,-0.94,-2.64,8.49,-13.18
1.47,1.52,-0.07,-0.01,-0.91,-2.95,2.06,-12.98
1.46,1.52,-0.00,0.03,-0.90,-2.27,2.61,-10.72
1.46,1.55,-0.17,-0.02,-1.04,-0.81,-4.62,-14.85
1.48,1.50,-0.13,-0.03,-1.03,-3.33,-3.80,-10.24
1.47,1.49,-0.03,-0.01,-1.04,-1.73,1.92,-10.89
1.47,1.51,-0.11,-0.03,-0.97,-1.18,-3.10,-13.57
1.53,1.47,-0.08,0.01,-0.98,-1.34,0.28,-11.56
1.51,1.47,-0.12,0.02,-0.93,-3.26,0.87,-2.30
1.43,1.46,-0.16,0.01,-0.96,-1.09,2.18,-2.49
1.37,1.37,0.02,-0.01,-0.94,-3.19,-0.27,-10.29
1.34,1.31,-0.13,-0.02,-1.06,-4.12,3.74,-15.11
1.31,1.28,-0.13,0.02,-1.04,0.07,1.83,-4.37
1.30,1.28,-0.11,-0.01,-0.97,0.01,3.05,-19.47
1.35,1.25,-0.18,-0.01,-0.95,-1.07,-4.05,-14.64
1.34,1.24,-0.11,0.01,-0.95,-1.57,0.63,-12.58
1.32,1.21,-0.00,-0.03,-1.00,-3.29,2.12,-17.82
1.34,1.18,-0.13,0.02,-0.98,-2.72,-0.66,-11.84
1.33,1.21,-0.07,0.01,-0.99,-1.50,-2.21,-12.91
1.35,1.23,-0.08,-0.03,-0.99,-3.91,-4.82,-18.05
1.36,1.26,0.02,-0.02,-0.90,-1.92,-0.49,-16.93
1.39,1.31,-0.04,0.04,-1.02,-1.52,-3.82,-17.17
1.42,1.36,-0.19,0.09,-1.00,0.91,-4.24,-13.63
1.47,1.38,0.01,0.03,-0.86,-1.46,-7.56,-14.35
1.51,1.37,-0.04,0.03,-0.86,-1.71,-0.13,-10.97
1.49,1.43,0.01,0.04,-1.00,-3.20,0.98,-12.54
1.48,1.42,-0.09,0.04,-1.00,-3.45,5.53,-11.64
1.46,1.38,-0.03,-0.07,-0.92,-2.18,-1.73,-20.07
1.46,1.33,-0.20,-0.03,-1.08,-0.50,-0.24,-15.18
1.45,1.38,-0.12,0.10,-0.95,-1.82,-2.98,-11.05
1.46,1.40,-0.15,0.01,-0.98,-3.77,0.44,-13.04
1.49,1.42,-0.09,0.01,-0.96,-2.52,-2.56,-13.29
1.45,1.36,-0.03,0.01,-0.94,-2.97,-6.38,-9.58
1.43,1.39,-0.05,0.09,-0.92,-2.67,-4.40,-1.02
1.38,1.40,-0.12,-0.01,-0.99,-2.87,3.53,0.37
1.37,1.33,-0.07,-0.03,-1.03,-12.15,-20.18,-11.75
1.41,1.31,-0.17,0.13,-1.35,-21.56,-8.95,-4.14
1.57,1.30,-0.02,0.19,-0.86,3.15,12.50,0.77
1.80,1.31,-0.19,-0.24,-1.39,-20.24,-8.73,-24.38
1.83,1.33,-0.18,0.13,-0.93,-4.19,-3.01,-1.14
1.77,1.37,0.04,0.01,-0.98,4.62,7.65,-12.51
1.66,1.33,-0.31,0.14,-1.08,2.09,-4.27,-5.30
1.49,1.25,-0.30,0.06,-0.96,5.46,-1.24,-5.92
1.33,1.14,-0.07,0.09,-0.96,0.60,3.47,-5.21
1.09,0.90,-0.13,0.08,-0.95,-1.12,-0.64,-1.81
0.93,0.77,-0.09,0.02,-0.99,-0.82,0.21,-0.59
0.79,0.66,-0.12,0.04,-0.97,-0.70,-0.03,-0.31
0.63,0.52,-0.10,0.04,-0.96,-0.88,-0.27,-0.16
0.54,0.44,-0.10,0.04,-0.97,-0.81,-0.15,-0.32
0.42,0.35,-0.11,0.04,-0.96,-0.88,0.01,-0.37
0.36,0.30,-0.11,0.04,-0.97,-0.68,-0.07,-0.20
0.31,0.26,-0.10,0.03,-0.97,-0.85,-0.24,-0.41
0.24,0.20,-0.10,0.04,-0.98,-0.98,-0.02,-0.28
0.21,0.17,-0.11,0.04,-0.97,-0.86,-0.25,-0.22
0.18,0.15,-0.10,0.04,-0.96,-0.74,-0.25,-0.34
0.14,0.12,-0.10,0.05,-0.96,-0.87,-0.21,-0.27
0.12,0.10,-0.10,0.03,-0.98,-0.88,-0.20,-0.37
0.10,0.08,-0.11,0.04,-0.97,-0.81,-0.11,-0.34
0.08,0.07,-0.10,0.04,-0.97,-0.80,-0.14,-0.33
0.07,0.06,-0.10,0.04,-0.97,-0.84,-0.13,-0.35
0.06,0.05,-0.10,0.04,-0.96,-0.82,-0.27,-0.33
0.05,0.04,-0.11,0.04,-0.97,-0.71,-0.33,-0.23
0.04,0.03,-0.10,0.04,-0.97,-0.87,-0.23,-0.28
0.03,0.03,-0.10,0.04,-0.97,-0.94,-0.23,-0.28
0.03,0.02,-0.10,0.03,-0.96,-0.77,-0.17,-0.41
0.02,0.02,-0.10,0.03,-0.97,-0.91,-0.39,-0.24
0.02,0.02,-0.10,0.04,-0.97,-0.73,-0.27,-0.31
0.02,0.01,-0.10,0.04,-0.97,-0.82,-0.38,-0.31
0.01,0.01,-0.11,0.04,-0.97,-0.82,-0.23,-0.31
0.01,0.01,-0.10,0.04,-0.98,-0.87,-0.21,-0.18
0.01,0.01,-0.11,0.04,-0.97,-0.75,-0.25,-0.21
0.01,0.01,-0.10,0.04,-0.97,-0.82,-0.28,-0.33
0.01,0.01,-0.10,0.04,-0.97,-0.79,-0.21,-0.30
0.01,0.00,-0.10,0.04,-0.97,-1.00,0.00,-0.37
0.00,0.00,-0.11,0.03,-0.96,-0.82,-0.18,-0.22
0.00,0.00,-0.10,0.04,-0.97,-0.77,-0.31,-0.25
0.00,0.00,-0.10,0.04,-0.97,-0.95,-0.18,-0.18
0.00,0.00,-0.10,0.04,-0.98,-0.79,-0.22,-0.16
0.00,0.00,-0.10,0.04,-0.96,-0.85,-0.33,-0.27
0.00,0.00,-0.11,0.04,-0.97,-0.90,-0.33,-0.27
0.00,0.00,-0.10,0.04,-0.97,-0.83,-0.18,-0.36
0.00,0.00,-0.10,0.04,-0.96,-0.79,-0.35,-0.18
0.00,0.00,-0.11,0.04,-0.98,-0.80,-0.21,-0.29
0.00,0.00,-0.11,0.04,-0.97,-0.79,-0.20,-0.16
0.00,0.00,-0.11,0.05,-0.97,-0.85,-0.33,-0.24
0.00,0.00,-0.10,0.04,-0.97,-0.79,-0.20,-0.19
0.00,0.00,-0.11,0.03,-0.98,-0.90,-0.30,-0.15
0.00,0.00,-0.10,0.04,-0.97,-1.00,-0.08,-0.22
0.00,0.00,-0.10,0.04,-0.96,-0.86,-0.21,-0.27
0.00,0.00,-0.10,0.04,-0.97,-0.92,-0.15,-0.42
0.00,0.00,-0.10,0.04,-0.97,-0.97,-0.18,-0.24
0.00,0.00,-0.10,0.04,-0.97,-0.78,-0.15,-0.27
0.00,0.00,-0.10,0.04,-0.97,-0.78,-0.24,-0.24
0.00,0.00,-0.11,0.03,-0.98,-0.84,-0.05,-0.10
0.00,0.00,-0.10,0.04,-0.97,-0.89,-0.22,-0.17
0.00,0.00,-0.11,0.04,-0.97,-0.84,-0.18,-0.09
0.00,0.00,-0.10,0.04,-0.97,-0.79,-0.12,-0.16
0.00,0.00,-0.10,0.04,-0.96,-0.98,-0.14,-0.08
0.00,0.00,-0.10,0.04,-0.96,-0.92,-0.14,-0.21
0.00,0.00,-0.10,0.04,-0.96,-0.78,-0.26,-0.31
0.00,0.00,-0.10,0.04,-0.97,-0.94,-0.21,-0.16
0.00,0.00,-0.10,0.03,-0.97,-0.96,-0.26,-0.45
0.00,0.00,-0.10,0.04,-0.97,-0.96,-0.34,-0.31
0.00,0.00,-0.11,0.04,-0.96,-0.86,-0.01,-0.29
0.00,0.00,-0.10,0.04,-0.96,-0.87,-0.11,-0.27
0.00,0.00,-0.10,0.04,-0.97,-0.87,-0.24,-0.15
0.00,0.00,-0.10,0.04,-0.97,-0.85,-0.18,-0.28
0.00,0.00,-0.11,0.04,-0.96,-0.88,-0.15,-0.27
0.00,0.00,-0.10,0.04,-0.97,-0.74,-0.16,-0.21
0.00,0.00,-0.10,0.04,-0.98,-0.81,-0.27,-0.27
0.00,0.00,-0.11,0.04,-0.96,-0.79,-0.17,-0.13
0.00,0.00,-0
